"MovieID","MovieTitle","RecommendationID","RecommendationTitle"
174,"Jury Duty (1995)",655,"Back to the Future (1985)"
174,"Jury Duty (1995)",786,"Face/Off (1997)"
174,"Jury Duty (1995)",787,"Men in Black (a.k.a. MIB) (1997)"
174,"Jury Duty (1995)",1299,"Big (1988)"
174,"Jury Duty (1995)",1365,"Who Framed Roger Rabbit? (1988)"
175,"Kids (1995)",1356,"Fight Club (1999)"
176,"Living in Oblivion (1995)",158,"Star Wars: Episode IV - A New Hope (1977)"
176,"Living in Oblivion (1995)",277,"Jurassic Park (1993)"
176,"Living in Oblivion (1995)",303,"Schindler's List (1993)"
176,"Living in Oblivion (1995)",344,"Fargo (1996)"
176,"Living in Oblivion (1995)",563,"Monty Python and the Holy Grail (1975)"
176,"Living in Oblivion (1995)",583,"One Flew Over the Cuckoo's Nest (1975)"
176,"Living in Oblivion (1995)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
176,"Living in Oblivion (1995)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
176,"Living in Oblivion (1995)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
176,"Living in Oblivion (1995)",650,"Groundhog Day (1993)"
176,"Living in Oblivion (1995)",655,"Back to the Future (1985)"
176,"Living in Oblivion (1995)",932,"Breakfast Club, The (1985)"
176,"Living in Oblivion (1995)",1211,"Matrix, The (1999)"
176,"Living in Oblivion (1995)",1317,"American Beauty (1999)"
176,"Living in Oblivion (1995)",1339,"Ferris Bueller's Day Off (1986)"
176,"Living in Oblivion (1995)",1684,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
176,"Living in Oblivion (1995)",1705,"O Brother, Where Art Thou? (2000)"
176,"Living in Oblivion (1995)",1754,"Shrek (2001)"
176,"Living in Oblivion (1995)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
176,"Living in Oblivion (1995)",1960,"Lord of the Rings: The Two Towers, The (2002)"
176,"Living in Oblivion (1995)",2031,"Lost in Translation (2003)"
176,"Living in Oblivion (1995)",2076,"Lord of the Rings: The Return of the King, The (2003)"
176,"Living in Oblivion (1995)",2097,"Eternal Sunshine of the Spotless Mind (2004)"
176,"Living in Oblivion (1995)",2163,"Incredibles, The (2004)"
177,"Lord of Illusions (1995)",30,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"
177,"Lord of Illusions (1995)",158,"Star Wars: Episode IV - A New Hope (1977)"
177,"Lord of Illusions (1995)",177,"Pulp Fiction (1994)"
177,"Lord of Illusions (1995)",190,"Shawshank Redemption, The (1994)"
177,"Lord of Illusions (1995)",214,"Forrest Gump (1994)"
177,"Lord of Illusions (1995)",231,"Speed (1994)"
177,"Lord of Illusions (1995)",277,"Jurassic Park (1993)"
177,"Lord of Illusions (1995)",288,"Mrs. Doubtfire (1993)"
177,"Lord of Illusions (1995)",332,"Aladdin (1992)"
177,"Lord of Illusions (1995)",333,"Terminator 2: Judgment Day (1991)"
177,"Lord of Illusions (1995)",336,"Silence of the Lambs, The (1991)"
177,"Lord of Illusions (1995)",344,"Fargo (1996)"
177,"Lord of Illusions (1995)",514,"Die Hard (1988)"
177,"Lord of Illusions (1995)",583,"One Flew Over the Cuckoo's Nest (1975)"
177,"Lord of Illusions (1995)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
177,"Lord of Illusions (1995)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
177,"Lord of Illusions (1995)",589,"Aliens (1986)"
177,"Lord of Illusions (1995)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
177,"Lord of Illusions (1995)",602,"Alien (1979)"
177,"Lord of Illusions (1995)",625,"Terminator, The (1984)"
177,"Lord of Illusions (1995)",650,"Groundhog Day (1993)"
177,"Lord of Illusions (1995)",655,"Back to the Future (1985)"
177,"Lord of Illusions (1995)",676,"Indiana Jones and the Last Crusade (1989)"
177,"Lord of Illusions (1995)",723,"Batman Returns (1992)"
177,"Lord of Illusions (1995)",742,"Scream (1996)"
177,"Lord of Illusions (1995)",776,"Fifth Element, The (1997)"
177,"Lord of Illusions (1995)",787,"Men in Black (a.k.a. MIB) (1997)"
177,"Lord of Illusions (1995)",846,"Titanic (1997)"
177,"Lord of Illusions (1995)",1007,"Indiana Jones and the Temple of Doom (1984)"
177,"Lord of Illusions (1995)",1044,"Beetlejuice (1988)"
177,"Lord of Illusions (1995)",1075,"Edward Scissorhands (1990)"
177,"Lord of Illusions (1995)",1226,"Mummy, The (1999)"
177,"Lord of Illusions (1995)",1228,"Star Wars: Episode I - The Phantom Menace (1999)"
177,"Lord of Illusions (1995)",1286,"Sixth Sense, The (1999)"
177,"Lord of Illusions (1995)",1294,"Airplane! (1980)"
177,"Lord of Illusions (1995)",1299,"Big (1988)"
177,"Lord of Illusions (1995)",1339,"Ferris Bueller's Day Off (1986)"
177,"Lord of Illusions (1995)",1384,"Spaceballs (1987)"
177,"Lord of Illusions (1995)",1403,"Sleepy Hollow (1999)"
177,"Lord of Illusions (1995)",1754,"Shrek (2001)"
177,"Lord of Illusions (1995)",1960,"Lord of the Rings: The Two Towers, The (2002)"
180,"Mallrats (1995)",214,"Forrest Gump (1994)"
180,"Mallrats (1995)",1211,"Matrix, The (1999)"
181,"Mighty Morphin Power Rangers: The Movie (1995)",655,"Back to the Future (1985)"
181,"Mighty Morphin Power Rangers: The Movie (1995)",1754,"Shrek (2001)"
181,"Mighty Morphin Power Rangers: The Movie (1995)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
185,"Net, The (1995)",1211,"Matrix, The (1999)"
186,"Nine Months (1995)",214,"Forrest Gump (1994)"
188,"Prophecy, The (1995)",1211,"Matrix, The (1999)"
191,"Scarlet Letter, The (1995)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
191,"Scarlet Letter, The (1995)",901,"Armageddon (1998)"
191,"Scarlet Letter, The (1995)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
193,"Showgirls (1995)",177,"Pulp Fiction (1994)"
194,"Smoke (1995)",177,"Pulp Fiction (1994)"
194,"Smoke (1995)",190,"Shawshank Redemption, The (1994)"
194,"Smoke (1995)",1317,"American Beauty (1999)"
195,"Something to Talk About (1995)",1,"Toy Story (1995)"
195,"Something to Talk About (1995)",31,"Babe (1995)"
195,"Something to Talk About (1995)",90,"Apollo 13 (1995)"
195,"Something to Talk About (1995)",190,"Shawshank Redemption, The (1994)"
195,"Something to Talk About (1995)",202,"While You Were Sleeping (1995)"
195,"Something to Talk About (1995)",214,"Forrest Gump (1994)"
195,"Something to Talk About (1995)",223,"Mask, The (1994)"
195,"Something to Talk About (1995)",231,"Speed (1994)"
195,"Something to Talk About (1995)",234,"True Lies (1994)"
195,"Something to Talk About (1995)",303,"Schindler's List (1993)"
195,"Something to Talk About (1995)",312,"Sleepless in Seattle (1993)"
195,"Something to Talk About (1995)",330,"Home Alone (1990)"
195,"Something to Talk About (1995)",331,"Ghost (1990)"
195,"Something to Talk About (1995)",340,"Pretty Woman (1990)"
195,"Something to Talk About (1995)",545,"E.T. the Extra-Terrestrial (1982)"
195,"Something to Talk About (1995)",548,"Top Gun (1986)"
195,"Something to Talk About (1995)",586,"Princess Bride, The (1987)"
195,"Something to Talk About (1995)",650,"Groundhog Day (1993)"
195,"Something to Talk About (1995)",655,"Back to the Future (1985)"
195,"Something to Talk About (1995)",690,"When Harry Met Sally... (1989)"
195,"Something to Talk About (1995)",729,"Jaws (1975)"
195,"Something to Talk About (1995)",785,"My Best Friend's Wedding (1997)"
195,"Something to Talk About (1995)",786,"Face/Off (1997)"
195,"Something to Talk About (1995)",787,"Men in Black (a.k.a. MIB) (1997)"
195,"Something to Talk About (1995)",846,"Titanic (1997)"
195,"Something to Talk About (1995)",1007,"Indiana Jones and the Temple of Doom (1984)"
195,"Something to Talk About (1995)",1175,"Crocodile Dundee (1986)"
195,"Something to Talk About (1995)",1228,"Star Wars: Episode I - The Phantom Menace (1999)"
195,"Something to Talk About (1995)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
195,"Something to Talk About (1995)",1286,"Sixth Sense, The (1999)"
195,"Something to Talk About (1995)",1512,"Thelma & Louise (1991)"
195,"Something to Talk About (1995)",1522,"Good Morning, Vietnam (1987)"
195,"Something to Talk About (1995)",1754,"Shrek (2001)"
195,"Something to Talk About (1995)",1836,"Monsters, Inc. (2001)"
195,"Something to Talk About (1995)",1904,"Star Wars: Episode II - Attack of the Clones (2002)"
195,"Something to Talk About (1995)",2002,"Finding Nemo (2003)"
195,"Something to Talk About (1995)",2123,"Shrek 2 (2004)"
195,"Something to Talk About (1995)",2233,"Brokeback Mountain (2005)"
196,"Species (1995)",1211,"Matrix, The (1999)"
198,"Strange Days (1995)",1211,"Matrix, The (1999)"
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",1317,"American Beauty (1999)"
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
204,"Under Siege 2: Dark Territory (1995)",333,"Terminator 2: Judgment Day (1991)"
204,"Under Siege 2: Dark Territory (1995)",1211,"Matrix, The (1999)"
207,"Walk in the Clouds, A (1995)",214,"Forrest Gump (1994)"
208,"Waterworld (1995)",1211,"Matrix, The (1999)"
213,"Burnt by the Sun (Utomlyonnye solntsem) (1994)",1849,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
213,"Burnt by the Sun (Utomlyonnye solntsem) (1994)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
215,"Before Sunrise (1995)",1211,"Matrix, The (1999)"
216,"Billy Madison (1995)",214,"Forrest Gump (1994)"
216,"Billy Madison (1995)",1211,"Matrix, The (1999)"
218,"Boys on the Side (1995)",214,"Forrest Gump (1994)"
218,"Boys on the Side (1995)",1211,"Matrix, The (1999)"
218,"Boys on the Side (1995)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
218,"Boys on the Side (1995)",2031,"Lost in Translation (2003)"
222,"Circle of Friends (1995)",1,"Toy Story (1995)"
223,"Clerks (1994)",177,"Pulp Fiction (1994)"
224,"Don Juan DeMarco (1995)",1211,"Matrix, The (1999)"
225,"Disclosure (1994)",177,"Pulp Fiction (1994)"
225,"Disclosure (1994)",655,"Back to the Future (1985)"
227,"Drop Zone (1994)",103,"Die Hard: With a Vengeance (1995)"
227,"Drop Zone (1994)",176,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"
227,"Drop Zone (1994)",231,"Speed (1994)"
227,"Drop Zone (1994)",357,"Mission: Impossible (1996)"
227,"Drop Zone (1994)",514,"Die Hard (1988)"
227,"Drop Zone (1994)",716,"Die Hard 2 (1990)"
229,"Death and the Maiden (1994)",1,"Toy Story (1995)"
229,"Death and the Maiden (1994)",30,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"
229,"Death and the Maiden (1994)",43,"Usual Suspects, The (1995)"
229,"Death and the Maiden (1994)",158,"Star Wars: Episode IV - A New Hope (1977)"
229,"Death and the Maiden (1994)",176,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"
229,"Death and the Maiden (1994)",177,"Pulp Fiction (1994)"
229,"Death and the Maiden (1994)",269,"Fugitive, The (1993)"
229,"Death and the Maiden (1994)",277,"Jurassic Park (1993)"
229,"Death and the Maiden (1994)",288,"Mrs. Doubtfire (1993)"
229,"Death and the Maiden (1994)",314,"Blade Runner (1982)"
229,"Death and the Maiden (1994)",334,"Dances with Wolves (1990)"
229,"Death and the Maiden (1994)",336,"Silence of the Lambs, The (1991)"
229,"Death and the Maiden (1994)",545,"E.T. the Extra-Terrestrial (1982)"
229,"Death and the Maiden (1994)",583,"One Flew Over the Cuckoo's Nest (1975)"
229,"Death and the Maiden (1994)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
229,"Death and the Maiden (1994)",608,"Blues Brothers, The (1980)"
229,"Death and the Maiden (1994)",625,"Terminator, The (1984)"
229,"Death and the Maiden (1994)",650,"Groundhog Day (1993)"
229,"Death and the Maiden (1994)",655,"Back to the Future (1985)"
229,"Death and the Maiden (1994)",787,"Men in Black (a.k.a. MIB) (1997)"
229,"Death and the Maiden (1994)",846,"Titanic (1997)"
229,"Death and the Maiden (1994)",905,"There's Something About Mary (1998)"
229,"Death and the Maiden (1994)",1211,"Matrix, The (1999)"
229,"Death and the Maiden (1994)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
229,"Death and the Maiden (1994)",1286,"Sixth Sense, The (1999)"
229,"Death and the Maiden (1994)",1569,"Gladiator (2000)"
229,"Death and the Maiden (1994)",1684,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"
229,"Death and the Maiden (1994)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
229,"Death and the Maiden (1994)",1901,"Spider-Man (2002)"
229,"Death and the Maiden (1994)",1960,"Lord of the Rings: The Two Towers, The (2002)"
229,"Death and the Maiden (1994)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
230,"Dolores Claiborne (1995)",1211,"Matrix, The (1999)"
230,"Dolores Claiborne (1995)",1286,"Sixth Sense, The (1999)"
231,"Dumb & Dumber (Dumb and Dumber) (1994)",1211,"Matrix, The (1999)"
232,"Eat Drink Man Woman (Yin shi nan nu) (1994)",1211,"Matrix, The (1999)"
233,"Exotica (1994)",158,"Star Wars: Episode IV - A New Hope (1977)"
233,"Exotica (1994)",177,"Pulp Fiction (1994)"
233,"Exotica (1994)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
233,"Exotica (1994)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
233,"Exotica (1994)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
233,"Exotica (1994)",1211,"Matrix, The (1999)"
233,"Exotica (1994)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
234,"Exit to Eden (1994)",43,"Usual Suspects, The (1995)"
234,"Exit to Eden (1994)",77,"Braveheart (1995)"
234,"Exit to Eden (1994)",158,"Star Wars: Episode IV - A New Hope (1977)"
234,"Exit to Eden (1994)",176,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"
234,"Exit to Eden (1994)",177,"Pulp Fiction (1994)"
234,"Exit to Eden (1994)",214,"Forrest Gump (1994)"
234,"Exit to Eden (1994)",335,"Batman (1989)"
234,"Exit to Eden (1994)",514,"Die Hard (1988)"
234,"Exit to Eden (1994)",586,"Princess Bride, The (1987)"
234,"Exit to Eden (1994)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
234,"Exit to Eden (1994)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
234,"Exit to Eden (1994)",787,"Men in Black (a.k.a. MIB) (1997)"
234,"Exit to Eden (1994)",901,"Armageddon (1998)"
234,"Exit to Eden (1994)",985,"Little Mermaid, The (1989)"
234,"Exit to Eden (1994)",1007,"Indiana Jones and the Temple of Doom (1984)"
234,"Exit to Eden (1994)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
234,"Exit to Eden (1994)",1356,"Fight Club (1999)"
234,"Exit to Eden (1994)",1630,"X-Men (2000)"
234,"Exit to Eden (1994)",1754,"Shrek (2001)"
234,"Exit to Eden (1994)",1904,"Star Wars: Episode II - Attack of the Clones (2002)"
234,"Exit to Eden (1994)",2202,"Sin City (2005)"
235,"Ed Wood (1994)",1211,"Matrix, The (1999)"
236,"French Kiss (1995)",1211,"Matrix, The (1999)"
237,"Forget Paris (1995)",214,"Forrest Gump (1994)"
239,"Goofy Movie, A (1995)",1,"Toy Story (1995)"
239,"Goofy Movie, A (1995)",220,"Lion King, The (1994)"
246,"Hoop Dreams (1994)",190,"Shawshank Redemption, The (1994)"
247,"Heavenly Creatures (1994)",1211,"Matrix, The (1999)"
248,"Houseguest (1994)",1,"Toy Story (1995)"
248,"Houseguest (1994)",214,"Forrest Gump (1994)"
248,"Houseguest (1994)",335,"Batman (1989)"
248,"Houseguest (1994)",393,"Independence Day (a.k.a. ID4) (1996)"
248,"Houseguest (1994)",563,"Monty Python and the Holy Grail (1975)"
248,"Houseguest (1994)",774,"Austin Powers: International Man of Mystery (1997)"
248,"Houseguest (1994)",787,"Men in Black (a.k.a. MIB) (1997)"
248,"Houseguest (1994)",1211,"Matrix, The (1999)"
248,"Houseguest (1994)",1244,"Austin Powers: The Spy Who Shagged Me (1999)"
248,"Houseguest (1994)",1339,"Ferris Bueller's Day Off (1986)"
248,"Houseguest (1994)",1663,"Meet the Parents (2000)"
248,"Houseguest (1994)",1901,"Spider-Man (2002)"
249,"Immortal Beloved (1994)",177,"Pulp Fiction (1994)"
249,"Immortal Beloved (1994)",190,"Shawshank Redemption, The (1994)"
249,"Immortal Beloved (1994)",277,"Jurassic Park (1993)"
249,"Immortal Beloved (1994)",336,"Silence of the Lambs, The (1991)"
249,"Immortal Beloved (1994)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
249,"Immortal Beloved (1994)",655,"Back to the Future (1985)"
249,"Immortal Beloved (1994)",1317,"American Beauty (1999)"
252,"I.Q. (1994)",1211,"Matrix, The (1999)"
253,"Interview with the Vampire: The Vampire Chronicles (1994)",1211,"Matrix, The (1999)"
256,"Junior (1994)",214,"Forrest Gump (1994)"
257,"Just Cause (1995)",214,"Forrest Gump (1994)"
258,"Kid in King Arthur's Court, A (1995)",277,"Jurassic Park (1993)"
258,"Kid in King Arthur's Court, A (1995)",787,"Men in Black (a.k.a. MIB) (1997)"
258,"Kid in King Arthur's Court, A (1995)",1211,"Matrix, The (1999)"
258,"Kid in King Arthur's Court, A (1995)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
258,"Kid in King Arthur's Court, A (1995)",1901,"Spider-Man (2002)"
258,"Kid in King Arthur's Court, A (1995)",1960,"Lord of the Rings: The Two Towers, The (2002)"
259,"Kiss of Death (1995)",30,"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)"
259,"Kiss of Death (1995)",69,"Broken Arrow (1996)"
259,"Kiss of Death (1995)",103,"Die Hard: With a Vengeance (1995)"
259,"Kiss of Death (1995)",140,"Dumb & Dumber (Dumb and Dumber) (1994)"
259,"Kiss of Death (1995)",158,"Star Wars: Episode IV - A New Hope (1977)"
259,"Kiss of Death (1995)",176,"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)"
259,"Kiss of Death (1995)",177,"Pulp Fiction (1994)"
259,"Kiss of Death (1995)",190,"Shawshank Redemption, The (1994)"
259,"Kiss of Death (1995)",209,"Clear and Present Danger (1994)"
259,"Kiss of Death (1995)",214,"Forrest Gump (1994)"
259,"Kiss of Death (1995)",231,"Speed (1994)"
259,"Kiss of Death (1995)",234,"True Lies (1994)"
259,"Kiss of Death (1995)",257,"Cliffhanger (1993)"
259,"Kiss of Death (1995)",267,"Firm, The (1993)"
259,"Kiss of Death (1995)",269,"Fugitive, The (1993)"
259,"Kiss of Death (1995)",274,"In the Line of Fire (1993)"
259,"Kiss of Death (1995)",286,"Executive Decision (1996)"
259,"Kiss of Death (1995)",288,"Mrs. Doubtfire (1993)"
259,"Kiss of Death (1995)",324,"True Romance (1993)"
259,"Kiss of Death (1995)",335,"Batman (1989)"
259,"Kiss of Death (1995)",336,"Silence of the Lambs, The (1991)"
259,"Kiss of Death (1995)",340,"Pretty Woman (1990)"
259,"Kiss of Death (1995)",357,"Mission: Impossible (1996)"
259,"Kiss of Death (1995)",379,"Rock, The (1996)"
259,"Kiss of Death (1995)",393,"Independence Day (a.k.a. ID4) (1996)"
259,"Kiss of Death (1995)",413,"Ransom (1996)"
259,"Kiss of Death (1995)",423,"Godfather, The (1972)"
259,"Kiss of Death (1995)",514,"Die Hard (1988)"
259,"Kiss of Death (1995)",545,"E.T. the Extra-Terrestrial (1982)"
259,"Kiss of Death (1995)",548,"Top Gun (1986)"
259,"Kiss of Death (1995)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
259,"Kiss of Death (1995)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
259,"Kiss of Death (1995)",596,"Apocalypse Now (1979)"
259,"Kiss of Death (1995)",598,"Star Wars: Episode VI - Return of the Jedi (1983)"
259,"Kiss of Death (1995)",601,"Goodfellas (1990)"
259,"Kiss of Death (1995)",602,"Alien (1979)"
259,"Kiss of Death (1995)",609,"Godfather: Part II, The (1974)"
259,"Kiss of Death (1995)",625,"Terminator, The (1984)"
259,"Kiss of Death (1995)",643,"Shining, The (1980)"
259,"Kiss of Death (1995)",650,"Groundhog Day (1993)"
259,"Kiss of Death (1995)",655,"Back to the Future (1985)"
259,"Kiss of Death (1995)",676,"Indiana Jones and the Last Crusade (1989)"
259,"Kiss of Death (1995)",716,"Die Hard 2 (1990)"
259,"Kiss of Death (1995)",733,"Mars Attacks! (1996)"
